,node_number,drone_number,capacity_of_drones,arc_weight,result,type
696,100,35,420,5,-1,Not Cover
697,100,35,420,10,-1,Not Cover
698,100,35,420,15,-1,Not Cover
699,100,35,420,20,-1,Not Cover
700,100,35,420,25,-1,Not Cover
701,100,35,420,30,-1,Not Cover
702,100,35,480,5,-1,Not Solved
703,100,35,480,10,-1,Not Cover
704,100,35,480,15,-1,Not Cover
705,100,35,480,20,-1,Not Cover
706,100,35,480,25,-1,Not Cover
707,100,35,480,30,-1,Not Cover
708,100,35,540,5,-1,Not Solved
709,100,35,540,10,-1,Not Cover
710,100,35,540,15,-1,Not Cover
711,100,35,540,20,-1,Not Cover
712,100,35,540,25,-1,Not Cover
713,100,35,540,30,-1,Not Cover
714,100,35,600,5,1716.0,Optimal
715,100,35,600,10,-1,Not Solved
716,100,35,600,15,-1,Not Cover
717,100,35,600,20,-1,Not Cover
718,100,35,600,25,-1,Not Cover
719,100,35,600,30,-1,Not Cover
720,100,40,180,5,-1,Not Cover
721,100,40,180,10,-1,Not Cover
722,100,40,180,15,-1,Not Cover
723,100,40,180,20,-1,Not Cover
724,100,40,180,25,-1,Not Cover
725,100,40,180,30,-1,Not Cover
726,100,40,240,5,-1,Not Cover
