,node_number,drone_number,capacity_of_drones,arc_weight,result,type
491,9,15,240,30,-1.0,Infeasible
492,9,15,300,5,-1.0,Infeasible
493,9,15,300,10,-1.0,Infeasible
494,9,15,300,15,-1.0,Infeasible
495,9,15,300,20,-1.0,Infeasible
496,9,15,300,25,-1.0,Infeasible
497,9,15,300,30,-1.0,Infeasible
498,9,15,360,5,-1.0,Infeasible
499,9,15,360,10,-1.0,Infeasible
500,9,15,360,15,-1.0,Infeasible
501,9,15,360,20,-1.0,Infeasible
502,9,15,360,25,-1.0,Infeasible
503,9,15,360,30,-1.0,Infeasible
504,9,15,420,5,-1.0,Infeasible
505,9,15,420,10,-1.0,Infeasible
506,9,15,420,15,-1.0,Infeasible
507,9,15,420,20,-1.0,Infeasible
508,9,15,420,25,-1.0,Infeasible
509,9,15,420,30,-1.0,Infeasible
510,9,15,480,5,-1.0,Infeasible
511,9,15,480,10,-1.0,Infeasible
512,9,15,480,15,-1.0,Infeasible
513,9,15,480,20,-1.0,Infeasible
514,9,15,480,25,-1.0,Infeasible
515,9,15,480,30,-1.0,Infeasible
516,9,15,540,5,-1.0,Infeasible
517,9,15,540,10,-1.0,Infeasible
518,9,15,540,15,-1.0,Infeasible
519,9,15,540,20,-1.0,Infeasible
520,9,15,540,25,-1.0,Infeasible
521,9,15,540,30,-1.0,Infeasible
522,9,15,600,5,-1.0,Infeasible
523,9,15,600,10,-1.0,Infeasible
524,9,15,600,15,-1.0,Infeasible
525,9,15,600,20,-1.0,Infeasible
526,9,15,600,25,-1.0,Infeasible
527,9,15,600,30,-1.0,Infeasible
528,9,20,180,5,-1.0,Infeasible
529,9,20,180,10,-1.0,Infeasible
530,9,20,180,15,-1.0,Infeasible
531,9,20,180,20,-1.0,Infeasible
532,9,20,180,25,-1.0,Not Cover
533,9,20,180,30,-1.0,Not Cover
534,9,20,240,5,-1.0,Infeasible
535,9,20,240,10,-1.0,Infeasible
536,9,20,240,15,-1.0,Infeasible
537,9,20,240,20,-1.0,Infeasible
538,9,20,240,25,-1.0,Infeasible
539,9,20,240,30,-1.0,Infeasible
540,9,20,300,5,-1.0,Infeasible
541,9,20,300,10,-1.0,Infeasible
542,9,20,300,15,-1.0,Infeasible
543,9,20,300,20,-1.0,Infeasible
544,9,20,300,25,-1.0,Infeasible
545,9,20,300,30,-1.0,Infeasible
546,9,20,360,5,-1.0,Infeasible
547,9,20,360,10,-1.0,Infeasible
548,9,20,360,15,-1.0,Infeasible
549,9,20,360,20,-1.0,Infeasible
550,9,20,360,25,-1.0,Infeasible
551,9,20,360,30,-1.0,Infeasible
552,9,20,420,5,-1.0,Infeasible
553,9,20,420,10,-1.0,Infeasible
554,9,20,420,15,-1.0,Infeasible
555,9,20,420,20,-1.0,Infeasible
556,9,20,420,25,-1.0,Infeasible
557,9,20,420,30,-1.0,Infeasible
558,9,20,480,5,-1.0,Infeasible
559,9,20,480,10,-1.0,Infeasible
560,9,20,480,15,-1.0,Infeasible
561,9,20,480,20,-1.0,Infeasible
562,9,20,480,25,-1.0,Infeasible
563,9,20,480,30,-1.0,Infeasible
564,9,20,540,5,-1.0,Infeasible
565,9,20,540,10,-1.0,Infeasible
566,9,20,540,15,-1.0,Infeasible
567,9,20,540,20,-1.0,Infeasible
568,9,20,540,25,-1.0,Infeasible
569,9,20,540,30,-1.0,Infeasible
570,9,20,600,5,-1.0,Infeasible
571,9,20,600,10,-1.0,Infeasible
572,9,20,600,15,-1.0,Infeasible
573,9,20,600,20,-1.0,Infeasible
574,9,20,600,25,-1.0,Infeasible
575,9,20,600,30,-1.0,Infeasible
576,9,25,180,5,-1.0,Infeasible
577,9,25,180,10,-1.0,Infeasible
578,9,25,180,15,-1.0,Infeasible
579,9,25,180,20,-1.0,Infeasible
580,9,25,180,25,-1.0,Not Cover
581,9,25,180,30,-1.0,Not Cover
582,9,25,240,5,-1.0,Infeasible
583,9,25,240,10,-1.0,Infeasible
584,9,25,240,15,-1.0,Infeasible
585,9,25,240,20,-1.0,Infeasible
586,9,25,240,25,-1.0,Infeasible
587,9,25,240,30,-1.0,Infeasible
588,9,25,300,5,-1.0,Infeasible
589,9,25,300,10,-1.0,Infeasible
590,9,25,300,15,-1.0,Infeasible
591,9,25,300,20,-1.0,Infeasible
592,9,25,300,25,-1.0,Infeasible
593,9,25,300,30,-1.0,Infeasible
