,node_number,drone_number,capacity_of_drones,arc_weight,result,type
570,16,20,600,5,-1,Infeasible
571,16,20,600,10,-1,Infeasible
572,16,20,600,15,-1,Infeasible
573,16,20,600,20,-1,Infeasible
574,16,20,600,25,-1,Infeasible
575,16,20,600,30,-1,Infeasible
576,16,25,180,5,-1,Infeasible
577,16,25,180,10,-1,Infeasible
578,16,25,180,15,-1,Not Cover
579,16,25,180,20,-1,Not Cover
580,16,25,180,25,-1,Not Cover
581,16,25,180,30,-1,Not Cover
582,16,25,240,5,-1,Infeasible
583,16,25,240,10,-1,Infeasible
584,16,25,240,15,-1,Infeasible
585,16,25,240,20,-1,Not Cover
586,16,25,240,25,-1,Not Cover
587,16,25,240,30,-1,Not Cover
588,16,25,300,5,-1,Infeasible
589,16,25,300,10,-1,Infeasible
590,16,25,300,15,-1,Infeasible
591,16,25,300,20,-1,Infeasible
592,16,25,300,25,-1,Infeasible
593,16,25,300,30,-1,Not Cover
594,16,25,360,5,-1,Infeasible
595,16,25,360,10,-1,Infeasible
596,16,25,360,15,-1,Infeasible
597,16,25,360,20,-1,Infeasible
598,16,25,360,25,-1,Infeasible
599,16,25,360,30,-1,Infeasible
600,16,25,420,5,-1,Infeasible
601,16,25,420,10,-1,Infeasible
602,16,25,420,15,-1,Infeasible
603,16,25,420,20,-1,Infeasible
604,16,25,420,25,-1,Infeasible
605,16,25,420,30,-1,Infeasible
606,16,25,480,5,-1,Infeasible
607,16,25,480,10,-1,Infeasible
608,16,25,480,15,-1,Infeasible
609,16,25,480,20,-1,Infeasible
610,16,25,480,25,-1,Infeasible
611,16,25,480,30,-1,Infeasible
612,16,25,540,5,-1,Infeasible
613,16,25,540,10,-1,Infeasible
614,16,25,540,15,-1,Infeasible
615,16,25,540,20,-1,Infeasible
616,16,25,540,25,-1,Infeasible
617,16,25,540,30,-1,Infeasible
618,16,25,600,5,-1,Infeasible
619,16,25,600,10,-1,Infeasible
620,16,25,600,15,-1,Infeasible
621,16,25,600,20,-1,Infeasible
622,16,25,600,25,-1,Infeasible
623,16,25,600,30,-1,Infeasible
624,16,30,180,5,-1,Infeasible
625,16,30,180,10,-1,Infeasible
626,16,30,180,15,-1,Not Cover
627,16,30,180,20,-1,Not Cover
628,16,30,180,25,-1,Not Cover
629,16,30,180,30,-1,Not Cover
630,16,30,240,5,-1,Infeasible
631,16,30,240,10,-1,Infeasible
632,16,30,240,15,-1,Infeasible
633,16,30,240,20,-1,Infeasible
634,16,30,240,25,-1,Not Cover
635,16,30,240,30,-1,Not Cover
636,16,30,300,5,-1,Infeasible
637,16,30,300,10,-1,Infeasible
638,16,30,300,15,-1,Infeasible
639,16,30,300,20,-1,Infeasible
640,16,30,300,25,-1,Infeasible
641,16,30,300,30,-1,Not Cover
642,16,30,360,5,-1,Infeasible
643,16,30,360,10,-1,Infeasible
644,16,30,360,15,-1,Infeasible
645,16,30,360,20,-1,Infeasible
646,16,30,360,25,-1,Infeasible
647,16,30,360,30,-1,Infeasible
648,16,30,420,5,-1,Infeasible
649,16,30,420,10,-1,Infeasible
650,16,30,420,15,-1,Infeasible
651,16,30,420,20,-1,Infeasible
652,16,30,420,25,-1,Infeasible
653,16,30,420,30,-1,Infeasible
654,16,30,480,5,-1,Infeasible
655,16,30,480,10,-1,Infeasible
656,16,30,480,15,-1,Infeasible
657,16,30,480,20,-1,Infeasible
658,16,30,480,25,-1,Infeasible
659,16,30,480,30,-1,Infeasible
660,16,30,540,5,-1,Infeasible
661,16,30,540,10,-1,Infeasible
662,16,30,540,15,-1,Infeasible
663,16,30,540,20,-1,Infeasible
664,16,30,540,25,-1,Infeasible
665,16,30,540,30,-1,Infeasible
666,16,30,600,5,-1,Infeasible
667,16,30,600,10,-1,Infeasible
668,16,30,600,15,-1,Infeasible
669,16,30,600,20,-1,Infeasible
670,16,30,600,25,-1,Infeasible
671,16,30,600,30,-1,Infeasible
672,16,35,180,5,-1,Infeasible
673,16,35,180,10,-1,Infeasible
674,16,35,180,15,-1,Infeasible
675,16,35,180,20,-1,Not Cover
676,16,35,180,25,-1,Not Cover
677,16,35,180,30,-1,Not Cover
678,16,35,240,5,-1,Infeasible
679,16,35,240,10,-1,Infeasible
680,16,35,240,15,-1,Infeasible
681,16,35,240,20,-1,Infeasible
682,16,35,240,25,-1,Not Cover
683,16,35,240,30,-1,Not Cover
684,16,35,300,5,-1,Infeasible
685,16,35,300,10,-1,Infeasible
686,16,35,300,15,-1,Infeasible
687,16,35,300,20,-1,Infeasible
688,16,35,300,25,-1,Infeasible
689,16,35,300,30,-1,Infeasible
690,16,35,360,5,-1,Infeasible
691,16,35,360,10,-1,Infeasible
692,16,35,360,15,-1,Infeasible
693,16,35,360,20,-1,Infeasible
694,16,35,360,25,-1,Infeasible
695,16,35,360,30,-1,Infeasible
696,16,35,420,5,-1,Infeasible
697,16,35,420,10,-1,Infeasible
698,16,35,420,15,-1,Infeasible
699,16,35,420,20,-1,Infeasible
700,16,35,420,25,-1,Infeasible
701,16,35,420,30,-1,Infeasible
702,16,35,480,5,-1,Infeasible
703,16,35,480,10,-1,Infeasible
704,16,35,480,15,-1,Infeasible
705,16,35,480,20,-1,Infeasible
706,16,35,480,25,-1,Infeasible
707,16,35,480,30,-1,Infeasible
708,16,35,540,5,-1,Infeasible
709,16,35,540,10,-1,Infeasible
710,16,35,540,15,-1,Infeasible
711,16,35,540,20,-1,Infeasible
712,16,35,540,25,-1,Infeasible
713,16,35,540,30,-1,Infeasible
714,16,35,600,5,-1,Infeasible
715,16,35,600,10,-1,Infeasible
716,16,35,600,15,-1,Infeasible
717,16,35,600,20,-1,Infeasible
718,16,35,600,25,-1,Infeasible
719,16,35,600,30,-1,Infeasible
720,16,40,180,5,-1,Infeasible
721,16,40,180,10,-1,Infeasible
722,16,40,180,15,-1,Infeasible
723,16,40,180,20,-1,Not Cover
724,16,40,180,25,-1,Not Cover
725,16,40,180,30,-1,Not Cover
726,16,40,240,5,-1,Infeasible
